Rk,Gtm,Date,,Opp_team,Rslt,Tm_PTS,Opp_PTS,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_eFG%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF
12,12,2024-11-15,,MEM,W,123,118,,43,98,.439,19,46,.413,24,52,.462,.536,18,25,.720,14,42,56,33,9,5,19,28,42,103,.408,7,42,.167,35,61,.574,.442,27,33,.818,18,36,54,22,8,11,15,21
13,13,2024-11-18,@,LAC,L,99,102,,37,84,.440,16,44,.364,21,40,.525,.536,9,19,.474,9,36,45,27,12,4,19,14,35,82,.427,16,34,.471,19,48,.396,.524,16,18,.889,5,39,44,29,10,6,20,13
14,14,2024-11-20,,ATL,W,120,97,,47,101,.465,14,40,.350,33,61,.541,.535,12,18,.667,9,45,54,36,10,7,15,17,35,105,.333,12,45,.267,23,60,.383,.390,15,24,.625,21,44,65,27,9,5,17,17
15,15,2024-11-22,@,NOP,W,112,108,,39,87,.448,12,37,.324,27,50,.540,.517,22,29,.759,14,38,52,27,5,5,17,19,41,92,.446,12,39,.308,29,53,.547,.511,14,22,.636,13,30,43,28,10,9,10,25
16,16,2024-11-23,@,SAS,L,94,104,,36,95,.379,14,44,.318,22,51,.431,.453,8,13,.615,17,32,49,29,4,3,10,21,38,85,.447,13,47,.277,25,38,.658,.524,15,19,.789,9,39,48,29,5,9,9,16
17,17,2024-11-25,,BRK,L,120,128,,45,93,.484,19,46,.413,26,47,.553,.586,11,17,.647,11,32,43,32,8,5,13,21,41,83,.494,20,45,.444,21,38,.553,.614,26,30,.867,7,35,42,23,6,3,12,18
18,18,2024-11-27,,OKC,L,101,105,,35,98,.357,16,50,.320,19,48,.396,.439,15,21,.714,18,39,57,25,7,6,16,21,39,85,.459,11,37,.297,28,48,.583,.524,16,26,.615,8,40,48,26,10,9,14,21
19,19,2024-11-30,@,PHO,L,105,113,,38,92,.413,14,40,.350,24,52,.462,.489,15,18,.833,9,34,43,28,8,5,9,17,38,79,.481,18,35,.514,20,44,.455,.595,19,22,.864,6,39,45,31,4,9,14,13
20,20,2024-12-03,@,DEN,L,115,119,,44,95,.463,12,38,.316,32,57,.561,.526,15,21,.714,11,37,48,36,12,3,15,25,40,79,.506,11,24,.458,29,55,.527,.576,28,35,.800,4,34,38,32,9,5,15,15
21,21,2024-12-05,,HOU,W,99,93,,36,86,.419,9,28,.321,27,58,.466,.471,18,27,.667,11,43,54,19,5,3,10,16,35,93,.376,10,38,.263,25,55,.455,.430,13,17,.765,11,34,45,20,9,9,8,20
22,22,2024-12-06,,MIN,L,90,107,,32,82,.390,11,39,.282,21,43,.488,.457,15,17,.882,10,31,41,21,9,4,22,11,40,88,.455,14,42,.333,26,46,.565,.534,13,14,.929,9,39,48,32,12,6,21,14
23,23,2024-12-08,,MIN,W,114,106,,42,90,.467,16,41,.390,26,49,.531,.556,14,20,.700,14,31,45,28,8,6,13,20,36,79,.456,19,42,.452,17,37,.459,.576,15,20,.750,7,32,39,22,6,8,16,18
24,24,2024-12-11,@,HOU,L,90,91,,37,84,.440,12,38,.316,25,46,.543,.512,4,9,.444,11,28,39,22,13,8,22,11,38,83,.458,6,27,.222,32,56,.571,.494,9,10,.900,7,29,36,23,10,5,17,14
25,25,2024-12-15,,DAL,L,133,143,,49,103,.476,27,54,.500,22,49,.449,.607,8,11,.727,15,22,37,39,8,2,10,17,52,87,.598,21,41,.512,31,46,.674,.718,18,25,.720,10,37,47,36,8,5,16,12
26,26,2024-12-19,@,MEM,L,93,144,,32,90,.356,12,36,.333,20,54,.370,.422,17,24,.708,10,26,36,20,11,5,18,16,53,98,.541,27,48,.563,26,50,.520,.679,11,15,.733,15,45,60,38,11,8,17,19
27,27,2024-12-21,@,MIN,W,113,103,,40,87,.460,16,42,.381,24,45,.533,.552,17,23,.739,11,34,45,30,9,6,11,23,36,86,.419,14,38,.368,22,48,.458,.500,17,25,.680,11,34,45,27,5,2,15,18
28,28,2024-12-23,,IND,L,105,111,,39,90,.433,12,38,.316,27,52,.519,.500,15,21,.714,11,33,44,29,7,7,11,13,45,92,.489,11,35,.314,34,57,.596,.549,10,11,.909,8,35,43,26,7,4,12,16
29,29,2024-12-25,,LAL,L,113,115,,41,89,.461,18,45,.400,23,44,.523,.562,13,17,.765,12,32,44,26,2,8,13,18,41,91,.451,15,42,.357,26,49,.531,.533,18,18,1.000,11,30,41,30,6,4,9,14
