Rk,Gtm,Date,,Opp_team,Rslt,Tm_PTS,Opp_PTS,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_eFG%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF
73,73,2025-03-26,@,BRK,W,116,86,,43,102,.422,10,33,.303,33,69,.478,.471,20,23,.870,17,46,63,34,5,3,12,22,31,87,.356,8,41,.195,23,46,.500,.402,16,19,.842,10,33,43,16,6,9,20,21
74,74,2025-03-28,,CHO,W,108,97,,42,95,.442,14,44,.318,28,51,.549,.516,10,15,.667,11,34,45,28,9,5,6,15,39,96,.406,9,31,.290,30,65,.462,.453,10,15,.667,13,43,56,29,5,5,18,12
75,75,2025-03-30,@,PHI,W,127,109,,49,103,.476,17,38,.447,32,65,.492,.558,12,18,.667,13,33,46,32,10,4,11,13,42,89,.472,8,29,.276,34,60,.567,.517,17,19,.895,8,38,46,25,6,10,18,12
76,76,2025-04-01,@,CHI,L,118,137,,44,97,.454,20,45,.444,24,52,.462,.557,10,11,.909,9,26,35,35,7,3,12,20,50,88,.568,14,34,.412,36,54,.667,.648,23,27,.852,10,39,49,36,10,2,12,9
77,77,2025-04-03,,POR,L,103,112,,44,96,.458,12,34,.353,32,62,.516,.521,3,5,.600,13,22,35,29,14,1,18,19,42,86,.488,10,34,.294,32,52,.615,.547,18,20,.900,17,37,54,20,10,6,25,13
78,78,2025-04-04,,DET,L,105,117,,38,91,.418,13,37,.351,25,54,.463,.489,16,20,.800,16,33,49,24,9,6,16,24,41,89,.461,12,34,.353,29,55,.527,.528,23,27,.852,12,35,47,27,11,7,14,14
79,79,2025-04-06,@,BRK,W,120,109,,47,94,.500,12,36,.333,35,58,.603,.564,14,22,.636,13,34,47,30,16,4,19,21,39,82,.476,10,35,.286,29,47,.617,.537,21,27,.778,8,38,46,25,8,7,24,18
80,80,2025-04-09,,CHO,W,126,96,,49,104,.471,19,52,.365,30,52,.577,.563,9,12,.750,16,39,55,37,8,2,9,16,36,82,.439,11,35,.314,25,47,.532,.506,13,16,.813,5,36,41,23,5,3,19,13
81,81,2025-04-11,@,DAL,L,102,124,,40,100,.400,11,39,.282,29,61,.475,.455,11,18,.611,16,27,43,22,11,4,11,15,49,89,.551,15,34,.441,34,55,.618,.635,11,17,.647,12,44,56,34,8,10,20,12
82,82,2025-04-13,@,SAS,L,118,125,,46,97,.474,14,39,.359,32,58,.552,.546,12,16,.750,12,30,42,32,8,1,13,23,43,84,.512,11,32,.344,32,52,.615,.577,28,32,.875,9,41,50,22,11,2,12,13
